ID,Groups,Description,Baseline [02-12 23:05],[02-19 14:48],[06-05 10:51]
BO-COMP-5,BuildOrderComputer,External deps are ignored [2026-02-20],--/OK,--/OK,OK/OK
BO-COMP-6,BuildOrderComputer,Dev dependencies included when flag set [2026-02-20],--/OK,--/OK,OK/OK
BO-SORT-1,FolderSorter.sortByBuildOrder,Sorts items by global order [2026-02-20],--/OK,--/OK,OK/OK
BO-SORT-2,FolderSorter.sortByBuildOrder,Items not in global order come after ordered items [2026-02-20],--/OK,--/OK,OK/OK
BO-SORT-3,FolderSorter.sortByBuildOrder,Empty global order returns input unchanged [2026-02-20],--/OK,--/OK,OK/OK
BO-TRAV-1,BuildBase.traverse with buildOrder,buildOrder=true sorts projects by dependency order [2026-02-20],--/OK,--/OK,OK/OK
BO-TRAV-2,BuildBase.traverse with buildOrder,buildOrder with filter still respects global order [2026-02-20],--/OK,--/OK,OK/OK
BO-TRAV-3,BuildBase.traverse with buildOrder,buildOrder=false does NOT sort by dependency [2026-02-20],--/OK,--/OK,OK/OK
NF-ERR-1,Error — no nature configuration (ArgumentError),null requiredNatures + empty worksWithNatures throws ArgumentError [2026-02-21],--/OK,--/OK,OK/OK
NF-ERR-2,Error — no nature configuration (ArgumentError),empty requiredNatures + empty worksWithNatures throws ArgumentError [2026-02-21],--/OK,--/OK,OK/OK
NF-ERR-3,Error — no nature configuration (ArgumentError),null requiredNatures + non-empty worksWithNatures does NOT throw [2026-02-21],--/OK,--/OK,OK/OK
,RepositoryIdLookup metadata resolution,resolves repository IDs from tom_repository.yaml,--/OK,--/OK,OK/OK
,RepositoryIdLookup metadata resolution,ID lookup is case-insensitive,--/OK,--/OK,OK/OK
,RepositoryIdLookup metadata resolution,unknown values remain unchanged,--/OK,--/OK,OK/OK
,RepositoryIdLookup metadata resolution,falls back to folder name when name is missing,--/OK,--/OK,OK/OK
NF-T2-1,Tier 2 — requiredNatures is non-empty (must have ALL),requiredNatures {DartProjectFolder} matches all Dart projects [2026-02-20],--/OK,--/OK,OK/OK
NF-T2-2,Tier 2 — requiredNatures is non-empty (must have ALL),requiredNatures {DartConsoleFolder} matches only console projects [2026-02-20],--/OK,--/OK,OK/OK
NF-T2-3,Tier 2 — requiredNatures is non-empty (must have ALL),requiredNatures {DartPackageFolder} matches only package projects [2026-02-20],--/OK,--/OK,OK/OK
NF-T2-4,Tier 2 — requiredNatures is non-empty (must have ALL),requiredNatures {TypeScriptFolder} matches only TS projects [2026-02-20],--/OK,--/OK,OK/OK
NF-T2-5,Tier 2 — requiredNatures is non-empty (must have ALL),"requiredNatures {GitFolder, DartProjectFolder} requires BOTH natures [2026-02-20]",--/OK,--/OK,OK/OK
NF-T2-6,Tier 2 — requiredNatures is non-empty (must have ALL),"requiredNatures {BuildkitFolder, DartProjectFolder} requires BOTH [2026-02-20]",--/OK,--/OK,OK/OK
NF-T2-7,Tier 2 — requiredNatures is non-empty (must have ALL),requiredNatures {FsFolder} matches ALL folders [2026-02-20],--/OK,--/OK,OK/OK
NF-T2-8,Tier 2 — requiredNatures is non-empty (must have ALL),worksWithNatures is ignored when requiredNatures is set [2026-02-20],--/OK,--/OK,OK/OK
NF-T3a-1,"worksWithNatures — requiredNatures empty, worksWithNatures set",worksWithNatures {DartProjectFolder} invokes on any Dart project [2026-02-20],--/OK,--/OK,OK/OK
NF-T3a-2,"worksWithNatures — requiredNatures empty, worksWithNatures set","worksWithNatures {TypeScriptFolder, DartConsoleFolder} invokes on either [2026-02-20]",--/OK,--/OK,OK/OK
NF-T3a-3,"worksWithNatures — requiredNatures empty, worksWithNatures set",worksWithNatures {GitFolder} invokes only on git repos [2026-02-20],--/OK,--/OK,OK/OK
NF-T3a-4,"worksWithNatures — requiredNatures empty, worksWithNatures set",worksWithNatures {FsFolder} matches ALL folders [2026-02-20],--/OK,--/OK,OK/OK
NF-T3a-5,"worksWithNatures — requiredNatures empty, worksWithNatures set",worksWithNatures {BuildkitFolder} matches only buildkit folders [2026-02-20],--/OK,--/OK,OK/OK
NF-EDGE-1,Edge cases,non-existent type in requiredNatures matches nothing [2026-02-20],--/OK,--/OK,OK/OK
NF-EDGE-2,Edge cases,mixed natures — folder must have ALL required [2026-02-20],--/OK,--/OK,OK/OK
NF-EDGE-3,Edge cases,FsFolder combined with other nature in requiredNatures [2026-02-20],--/OK,--/OK,OK/OK
NF-EDGE-4,Edge cases,plain directory has no natures — only matched by FsFolder [2026-02-21],--/OK,--/OK,OK/OK
,MacroExpander > BB-MAC-07: missing arguments use empty strings,missing $1 argument becomes empty string,--/OK,--/OK,OK/OK
,MacroExpander > BB-MAC-07: missing arguments use empty strings,missing $2 argument becomes empty string,--/OK,--/OK,OK/OK
,MacroExpander > BB-MAC-07: missing arguments use empty strings,all arguments missing become empty strings,--/OK,--/OK,OK/OK
TRV-PROJ-1,Basic Project Traversal,Recursive scan finds all expected projects [2026-06-30],--/OK,--/OK,OK/OK
BB-HLP-2,HelpGenerator > generateToolHelp,Includes tool description [2026-02-12],OK/OK,OK/OK,OK/OK
TRV-PROJ-3,Basic Project Traversal,Scan with different root finds only that subtree [2026-06-30],--/OK,--/OK,OK/OK
TRV-PROJ-4,Basic Project Traversal,ExecutionRoot != scan path produces correct relativePath [2026-06-30],--/OK,--/OK,OK/OK
BB-OPT-27,Standard option definitions,commonOptions contains nested flag [2026-02-27],--/OK,--/OK,OK/OK
BB-OPT-28,Standard option definitions,commonOptions contains dump-definitions flag [2026-02-27],--/OK,--/OK,OK/OK
TRV-SKIP-1,Skip File Handling,buildkit_skip.yaml skips folder and descendants [2026-06-30],--/OK,--/OK,OK/OK
BB-SER-1,ToolDefinitionSerializer > toYaml,Serializes minimal tool definition [2026-02-27],--/OK,--/OK,OK/OK
TRV-SKIP-2,Skip File Handling,tom_skip.yaml (global skip) skips folder [2026-06-30],--/OK,--/OK,OK/OK
BB-SER-1b,ToolDefinitionSerializer > toYaml,Serializes explicit pipeline_name [2026-02-28],--/OK,--/OK,OK/OK
BB-SER-2,ToolDefinitionSerializer > toYaml,Serializes features correctly [2026-02-27],--/OK,--/OK,OK/OK
BB-SER-3,ToolDefinitionSerializer > toYaml,Serializes minimal features correctly [2026-02-27],--/OK,--/OK,OK/OK
BB-SER-4,ToolDefinitionSerializer > toYaml,Serializes global options [2026-02-27],--/OK,--/OK,OK/OK
BB-SER-5,ToolDefinitionSerializer > toYaml,Serializes commands with options [2026-02-27],--/OK,--/OK,OK/OK
BB-SER-6,ToolDefinitionSerializer > toYaml,Serializes tool mode correctly [2026-02-27],--/OK,--/OK,OK/OK
TRV-EDGE-4,Edge Cases,Traversal with all filters returns subset [2026-06-30],--/OK,--/OK,OK/OK
BB-SER-8,ToolDefinitionSerializer > toYaml,Serializes hidden commands [2026-02-27],--/OK,--/OK,OK/OK
BB-SER-9,ToolDefinitionSerializer > toYaml,Serializes multi-value options [2026-02-27],--/OK,--/OK,OK/OK
BB-SER-10,ToolDefinitionSerializer > fromYamlMap,Parses minimal map [2026-02-27],--/OK,--/OK,OK/OK
BB-SER-10b,ToolDefinitionSerializer > fromYamlMap,Parses explicit pipeline_name [2026-02-28],--/OK,--/OK,OK/OK
TRV-SKIP-3,Skip File Handling,Workspace boundary (buildkit_master.yaml) stops recursion [2026-06-30],--/OK,--/OK,OK/OK
BB-SER-11,ToolDefinitionSerializer > fromYamlMap,Parses features map [2026-02-27],--/OK,--/OK,OK/OK
BB-SER-12,ToolDefinitionSerializer > fromYamlMap,Parses global options [2026-02-27],--/OK,--/OK,OK/OK
BB-SER-13,ToolDefinitionSerializer > fromYamlMap,Parses commands with options [2026-02-27],--/OK,--/OK,OK/OK
BB-SER-14,ToolDefinitionSerializer > fromYamlMap,Parses single_command mode [2026-02-27],--/OK,--/OK,OK/OK
BB-SER-15,ToolDefinitionSerializer > fromYamlMap,Handles missing/null fields gracefully [2026-02-27],--/OK,--/OK,OK/OK
BB-SER-16,ToolDefinitionSerializer > fromYamlMap,Parses hidden commands [2026-02-27],--/OK,--/OK,OK/OK
TRV-SKIP-4,Skip File Handling,Root directory is never skipped even if it matches skip markers [2026-06-30],--/OK,--/OK,OK/OK
BB-SER-17,ToolDefinitionSerializer > round-trip,toYaml then fromYamlMap preserves structure [2026-02-27],--/OK,--/OK,OK/OK
TRV-GIT-1,Git Traversal,Git traversal finds all repos (root + submodules) [2026-06-30],--/OK,--/OK,OK/OK
TRV-GIT-2,Git Traversal,InnerFirst orders deeper repos before shallower [2026-06-30],--/OK,--/OK,OK/OK
TRV-GIT-3,Git Traversal,OuterFirst orders shallower repos before deeper [2026-06-30],--/OK,--/OK,OK/OK
BB-WRL-1,WiringResult,Default result has no errors or warnings [2026-02-27],--/OK,--/OK,OK/OK
BB-WRL-2,WiringResult,hasErrors reflects non-empty errors list [2026-02-27],--/OK,--/OK,OK/OK
BB-WRL-3,WiringResult,Result preserves all fields [2026-02-27],--/OK,--/OK,OK/OK
TRV-GIT-4,Git Traversal,Git traversal detects GitFolder nature [2026-06-30],--/OK,--/OK,OK/OK
BB-WRL-4,WiringLoader.mergeWiringSources,Code-only defaults populate effective wiring [2026-02-27],--/OK,--/OK,OK/OK
BB-WRL-5,WiringLoader.mergeWiringSources,Empty defaults with no YAML = no wiring [2026-02-27],--/OK,--/OK,OK/OK
TRV-FILT-1,Filter Pipeline,Project pattern (-p) filters to matching names [2026-06-30],--/OK,--/OK,OK/OK
BB-WRL-6,WiringLoader.mergeWiringSources,YAML wiring loaded from file [2026-02-27],--/OK,--/OK,OK/OK
TRV-FILT-2,Filter Pipeline,Exclude pattern removes matching paths [2026-06-30],--/OK,--/OK,OK/OK
BB-WRL-7,WiringLoader.mergeWiringSources,YAML overrides code defaults for same binary [2026-02-27],--/OK,--/OK,OK/OK
BB-WRL-8,WiringLoader.mergeWiringSources,Custom wiring file name [2026-02-27],--/OK,--/OK,OK/OK
BB-WRL-9,WiringLoader.mergeWiringSources,Missing YAML file does not error [2026-02-27],--/OK,--/OK,OK/OK
BB-WRL-10,WiringLoader.mergeWiringSources,Malformed YAML file does not error [2026-02-27],--/OK,--/OK,OK/OK
BB-WRL-11,WiringLoader.resolve,Empty tool returns empty result [2026-02-27],--/OK,--/OK,OK/OK
TRV-FILT-3,Filter Pipeline,ExcludeProjects removes by project name [2026-06-30],--/OK,--/OK,OK/OK
BB-PLC-1,PipelineCommandPrefixParser,parses strict tool prefix,--/OK,--/OK,OK/OK
BB-PLC-2,PipelineCommandPrefixParser,parses shell prefix,--/OK,--/OK,OK/OK
BB-PLC-3,PipelineCommandPrefixParser,parses shell-scan prefix,--/OK,--/OK,OK/OK
TRV-FILT-4,Filter Pipeline,Required natures filter to specific project types [2026-06-30],--/OK,--/OK,OK/OK
BB-PLC-4,PipelineCommandPrefixParser,rejects non-strict tool alias prefix,--/OK,--/OK,OK/OK
BB-PLC-10,PipelineCommandPrefixParser,parses print prefix,--/OK,--/OK,OK/OK
BB-WRL-12,WiringLoader.resolve,Missing binary produces error [2026-02-27],--/OK,--/OK,OK/OK
TRV-FILT-5,Filter Pipeline,Git modules filter limits to specific submodules [2026-06-30],--/OK,--/OK,OK/OK
BB-PLC-5,ToolPipelineConfigLoader,eligibility requires multiCommand + master file,--/OK,--/OK,OK/OK
BB-WRL-13,WiringLoader.resolve,Missing binary tolerateMissing produces warning [2026-02-27],--/OK,--/OK,OK/OK
BB-WRL-14,WiringLoader.resolve,Unrequested commands skip [2026-02-27],--/OK,--/OK,OK/OK
BB-PLC-6,ToolPipelineConfigLoader,ineligible for singleCommand even with master file,--/OK,--/OK,OK/OK
BB-WRL-15,ToolWiringEntry.hostCommandNames,Standalone uses binary name [2026-02-27],--/OK,--/OK,OK/OK
BB-WRL-16,ToolWiringEntry.hostCommandNames,Multi-command uses command map keys [2026-02-27],--/OK,--/OK,OK/OK
BB-WRL-17,ToolWiringEntry.hostCommandNames,Multi-command with no commands returns empty [2026-02-27],--/OK,--/OK,OK/OK
,MkLinkExecutor,creates symbolic link with target and link positional args,--/OK,--/OK,OK/OK
TRV-NAT-1,Nature Detection,Dart console app has DartConsoleFolder nature [2026-06-30],--/OK,--/OK,OK/OK
,MkLinkExecutor,replaces existing destination when --force is set,--/OK,--/OK,OK/OK
,MkLinkExecutor,fails when destination exists and --force is not set,--/OK,--/OK,OK/OK
TRV-NAT-2,Nature Detection,Dart package has DartPackageFolder nature [2026-06-30],--/OK,--/OK,OK/OK
BB-PLC-7,ToolPipelineConfigLoader,loads required-environment pipelines and parses prefixes,--/OK,--/OK,OK/OK
BB-PLC-8,ToolPipelineConfigLoader,throws on unsupported prefix,--/OK,--/OK,OK/OK
BB-PLC-9,ToolPipelineConfigLoader,loads pipelines from tool section layout,--/OK,--/OK,OK/OK
TRV-NAT-3,Nature Detection,TypeScript project has TypeScriptFolder nature [2026-06-30],--/OK,--/OK,OK/OK
TRV-CLI-1,CLI Arg Parsing,-r flag enables recursive [2026-06-30],--/OK,--/OK,OK/OK
TRV-CLI-2,CLI Arg Parsing,--not-recursive disables recursive [2026-06-30],--/OK,--/OK,OK/OK
TRV-CLI-3,CLI Arg Parsing,-s sets scan path [2026-06-30],--/OK,--/OK,OK/OK
TRV-CLI-4,CLI Arg Parsing,-R sets root path [2026-06-30],--/OK,--/OK,OK/OK
TRV-CLI-5,CLI Arg Parsing,Bare -R without value sets bareRoot [2026-06-30],--/OK,--/OK,OK/OK
TRV-CLI-6,CLI Arg Parsing,-i enables inner-first-git [2026-06-30],--/OK,--/OK,OK/OK
TRV-CLI-7,CLI Arg Parsing,-o enables outer-first-git [2026-06-30],--/OK,--/OK,OK/OK
TRV-CLI-8,CLI Arg Parsing,-p adds project patterns [2026-06-30],--/OK,--/OK,OK/OK
TRV-CLI-9,CLI Arg Parsing,-x adds exclude patterns [2026-06-30],--/OK,--/OK,OK/OK
TRV-CLI-10,CLI Arg Parsing,Commands are parsed with : prefix [2026-06-30],--/OK,--/OK,OK/OK
TRV-CLI-11,CLI Arg Parsing,Multiple flags bundled together [2026-06-30],--/OK,--/OK,OK/OK
TRV-CLI-12,CLI Arg Parsing,Per-command project patterns [2026-06-30],--/OK,--/OK,OK/OK
TRV-CLI-13,CLI Arg Parsing,toProjectTraversalInfo applies defaults correctly [2026-06-30],--/OK,--/OK,OK/OK
TRV-CLI-14,CLI Arg Parsing,toGitTraversalInfo with -i produces innerFirst [2026-06-30],--/OK,--/OK,OK/OK
TRV-CLI-15,CLI Arg Parsing,toGitTraversalInfo without mode returns null [2026-06-30],--/OK,--/OK,OK/OK
TRV-CLI-16,CLI Arg Parsing,Default recursive is false (workspace mode) [2026-06-30],--/OK,--/OK,OK/OK
BB-PLX-1,PipelineOptionResolver,command options override invocation and pipeline,--/OK,--/OK,OK/OK
BB-PLX-2,PipelineOptionResolver,disqualifying traversal options are detected,--/OK,--/OK,OK/OK
BB-PLX-3,PipelineOptionResolver,verbose and dry-run alone are not disqualifying,--/OK,--/OK,OK/OK
BB-PLX-3b,PipelineOptionResolver,pipeline-only invocation delegates by default [2026-03-11],--/OK,--/OK,OK/OK
BB-PLX-3c,PipelineOptionResolver,mixed invocation requires workspace-recursion [2026-03-11],--/OK,--/OK,OK/OK
BB-PLX-4,PipelineOptionResolver,delegated tool argv honors precedence and command tokens,--/OK,--/OK,OK/OK
BB-PLX-5,PipelineOptionResolver,print command outputs message once,--/OK,--/OK,OK/OK
BB-HLP-26,HelpGenerator > nestedCommandNames grouping,Separates native and nested commands [2026-02-22],--/OK,--/OK,OK/OK
BB-HLP-27,HelpGenerator > nestedCommandNames grouping,All commands native when no nested names [2026-02-22],--/OK,--/OK,OK/OK
BB-HLP-28,HelpGenerator > nestedCommandNames grouping,All commands nested when all names match [2026-02-22],--/OK,--/OK,OK/OK
BB-HLP-29,HelpGenerator > nestedCommandNames grouping,Hidden commands excluded from both sections [2026-02-22],--/OK,--/OK,OK/OK
BB-HLP-30,HelpGenerator > nestedCommandNames grouping,Command help hint shown with mixed commands [2026-02-22],--/OK,--/OK,OK/OK
BB-HLP-31,HelpGenerator > nestedCommandNames grouping,Native commands preserve aliases in output [2026-02-22],--/OK,--/OK,OK/OK
BB-HLP-32,HelpGenerator > nestedCommandNames grouping,Nested commands do not show aliases [2026-02-22],--/OK,--/OK,OK/OK
BB-HLP-33,HelpGenerator > nestedCommandNames grouping,Empty commands produces no sections [2026-02-22],--/OK,--/OK,OK/OK
BB-TDF-11b,ToolDefinition > constructor,Supports explicit pipelineName [2026-02-28],--/OK,--/OK,OK/OK
BB-MOD-01,Modes CLI Parsing,--modes flag parses single value [2026-06-15],--/OK,--/OK,OK/OK
BB-MOD-02,Modes CLI Parsing,--modes flag parses comma-separated values [2026-06-15],--/OK,--/OK,OK/OK
BB-MOD-03,Modes CLI Parsing,--modes defaults to empty [2026-06-15],--/OK,--/OK,OK/OK
BB-MOD-04,Modes CLI Parsing,multiple --modes flags concatenate [2026-06-15],--/OK,--/OK,OK/OK
BB-TDF-25,ToolDefinition.copyWith,Returns identical tool when no args [2026-02-27],--/OK,--/OK,OK/OK
BB-TDF-26,ToolDefinition.copyWith,Overrides name and version [2026-02-27],--/OK,--/OK,OK/OK
BB-TDF-27,ToolDefinition.copyWith,Overrides commands list [2026-02-27],--/OK,--/OK,OK/OK
BB-TDF-28,ToolDefinition.copyWith,Overrides mode and features [2026-02-27],--/OK,--/OK,OK/OK
BB-TDF-29,ToolDefinition.copyWith,Overrides natures [2026-02-27],--/OK,--/OK,OK/OK
BB-TDF-30,ToolDefinition.copyWith,Does not mutate the original [2026-02-27],--/OK,--/OK,OK/OK
BB-TDF-31,CommandListOps > without,Removes named commands [2026-02-27],--/OK,--/OK,OK/OK
BB-TDF-32,CommandListOps > without,Returns all when no names match [2026-02-27],--/OK,--/OK,OK/OK
BB-TDF-33,CommandListOps > without,Returns empty when all removed [2026-02-27],--/OK,--/OK,OK/OK
BB-TDF-34,CommandListOps > without,Does not modify original list [2026-02-27],--/OK,--/OK,OK/OK
BB-TDF-35,CommandListOps > replacing,Replaces command by name [2026-02-27],--/OK,--/OK,OK/OK
BB-TDF-36,CommandListOps > replacing,Keeps position of replaced command [2026-02-27],--/OK,--/OK,OK/OK
BB-TDF-37,CommandListOps > replacing,Returns unchanged when name not found [2026-02-27],--/OK,--/OK,OK/OK
BB-TDF-38,CommandListOps > plus,Appends new commands [2026-02-27],--/OK,--/OK,OK/OK
BB-TDF-39,CommandListOps > plus,Appends empty list unchanged [2026-02-27],--/OK,--/OK,OK/OK
BB-TDF-40,CommandListOps > chained operations,Chained without+replacing+plus [2026-02-27],--/OK,--/OK,OK/OK
BB-TDF-41,CommandListOps > chained operations,Used with copyWith for tool derivation [2026-02-27],--/OK,--/OK,OK/OK
BB-TDF-42,ToolWiringEntry,Standalone entry has binary as host command [2026-02-27],--/OK,--/OK,OK/OK
BB-TDF-43,ToolWiringEntry,Multi-command entry with command mapping [2026-02-27],--/OK,--/OK,OK/OK
BB-TDF-44,ToolWiringEntry,Multi-command entry with null commands [2026-02-27],--/OK,--/OK,OK/OK
BB-TDF-45,ToolWiringEntry,toString includes binary and mode [2026-02-27],--/OK,--/OK,OK/OK
BB-TDF-46,ToolWiringEntry,toString includes commands when present [2026-02-27],--/OK,--/OK,OK/OK
BB-NTE-1,NestedToolExecutor > buildNestedArgs,Minimal args for multi-command tool [2026-02-27],--/OK,--/OK,OK/OK
BB-TDF-47,ToolDefinition wiring fields,Defaults to no wiring [2026-02-27],--/OK,--/OK,OK/OK
BB-NTE-2,NestedToolExecutor > buildNestedArgs,Minimal args for standalone tool [2026-02-27],--/OK,--/OK,OK/OK
BB-TDF-48,ToolDefinition wiring fields,kAutoWiringFile enables hasWiring [2026-02-27],--/OK,--/OK,OK/OK
BB-NTE-3,NestedToolExecutor > buildNestedArgs,Forwards verbose and dry-run [2026-02-27],--/OK,--/OK,OK/OK
BB-TDF-49,ToolDefinition wiring fields,Explicit wiringFile enables hasWiring [2026-02-27],--/OK,--/OK,OK/OK
BB-TDF-50,ToolDefinition wiring fields,defaultIncludes enables hasWiring [2026-02-27],--/OK,--/OK,OK/OK
BB-TDF-51,ToolDefinition wiring fields,Both wiringFile and defaultIncludes [2026-02-27],--/OK,--/OK,OK/OK
BB-DEF-01,:define command,:define adds new define [2026-06-15],--/OK,--/OK,OK/OK
BB-NTE-4,NestedToolExecutor > buildNestedArgs,Forwards command-specific flag options [2026-02-27],--/OK,--/OK,OK/OK
BB-NTE-10,NestedToolExecutor > buildNestedArgs,Full invocation chain example [2026-02-27],--/OK,--/OK,OK/OK
spec,Mini-Tool Integration Tests > Placeholder Resolution,@[...] define placeholders resolved at load time,--/OK,OK/OK,--/OK
BB-FLT-38,RepositoryIdLookup,Repository ID resolution is case-insensitive [2026-02-14],--/OK,OK/OK,--/OK
BB-FLT-37,RepositoryIdLookup,Resolves known repository ID to name [2026-02-14],--/OK,OK/OK,--/OK
,,debug scanner with flutter exclusion,--/OK,OK/OK,--/OK
BB-V2-SCN-WS-1,BB-V2-SCN-WS: FolderScanner Workspace Boundaries [2026-02-14],stops at nested workspace (tom_workspace.yaml),--/OK,OK/OK,--/OK
BB-FLT-36,FilterPipeline.applyProjectFilters > Project exclude with ID and Name (--exclude-projects),Excludes by project name [2026-02-14],--/OK,OK/OK,--/OK
BB-FLT-35,FilterPipeline.applyProjectFilters > Project exclude with ID and Name (--exclude-projects),Excludes by project short-id [2026-02-14],--/OK,OK/OK,--/OK
BB-FLT-34,"FilterPipeline.applyProjectFilters > Project ID and Name filtering (--project, -p)","Mixed ID, name, and folder pattern [2026-02-14]",--/OK,OK/OK,--/OK
BB-FLT-33,"FilterPipeline.applyProjectFilters > Project ID and Name filtering (--project, -p)",Filters by multiple project IDs [2026-02-14],--/OK,OK/OK,--/OK
BB-NAT-36,Design specification: Detection Rules,TypeScriptFolder: tsconfig.json exists [2026-02-12],OK/OK,OK/OK,--/OK
BB-FLT-32,"FilterPipeline.applyProjectFilters > Project ID and Name filtering (--project, -p)",Filters by project name from tom_project.yaml [2026-02-14],--/OK,OK/OK,--/OK
BB-FLT-31,"FilterPipeline.applyProjectFilters > Project ID and Name filtering (--project, -p)",Filters by project short-id case-insensitive [2026-02-14],--/OK,OK/OK,--/OK
BB-FLT-30,"FilterPipeline.applyProjectFilters > Project ID and Name filtering (--project, -p)",Filters by project short-id from tom_project.yaml [2026-02-14],--/OK,OK/OK,--/OK
,MacroExpander > BB-MAC-07: missing arguments for placeholders,missing $2 argument throws error,--/OK,OK/OK,--/OK
BB-FLT-39,RepositoryIdLookup,Unknown ID returns unchanged [2026-02-14],--/OK,OK/OK,--/OK
,WorkspaceNavigationArgs modes,modes are included in withDefaults,--/OK,OK/OK,--/OK
,WorkspaceNavigationArgs modes,modes are included in copyWith,--/OK,OK/OK,--/OK
,WorkspaceNavigationArgs modes,parseModesOption parses comma-separated modes,--/OK,OK/OK,--/OK
,ProjectDiscovery skip files,getSkipFileName returns correct file name,--/OK,OK/OK,--/OK
,ProjectDiscovery skip files,hasSkipFile checks tool-specific skip,--/OK,OK/OK,--/OK
,ProjectDiscovery skip files,hasSkipFile checks tom_skip.yaml first,--/OK,OK/OK,--/OK
,resolvePlaceholders,resolves environment variables when enabled,--/OK,OK/OK,--/OK
spec,Mini-Tool Integration Tests > Resolution Order (from spec),resolution follows 6-step flow,--/OK,OK/OK,--/OK
,resolvePlaceholders,leaves unresolved placeholders,--/OK,OK/OK,--/OK
spec,Mini-Tool Integration Tests > Project Navigation with Modes,ProjectNavigator passes toolBasename for skip files,--/OK,OK/OK,--/OK
,resolvePlaceholders,resolves recursively,--/OK,OK/OK,--/OK
,resolvePlaceholders,resolves @{...} placeholders,--/OK,OK/OK,--/OK
,resolvePlaceholders,resolves @[...] placeholders,--/OK,OK/OK,--/OK
,ConfigLoader,shouldSkipDirectory checks tool-specific skip,--/OK,OK/OK,--/OK
,ConfigLoader,shouldSkipDirectory checks tom_skip.yaml,--/OK,OK/OK,--/OK
,ConfigLoader,resolves tool placeholders,--/OK,OK/OK,--/OK
,ConfigLoader,resolves define placeholders,--/OK,OK/OK,--/OK
spec,Mini-Tool Integration Tests > CLI Mode Override,modes are case-insensitive (uppercased),--/OK,OK/OK,--/OK
spec,Mini-Tool Integration Tests > CLI Mode Override,--modes= (empty) means no modes,--/OK,OK/OK,--/OK
spec,Mini-Tool Integration Tests > CLI Mode Override,--modes option parsed correctly,--/OK,OK/OK,--/OK
,ConfigLoader,processes mode-prefixed keys,--/OK,OK/OK,--/OK
,ConfigLoader,loads master and project config files,--/OK,OK/OK,--/OK
spec,Mini-Tool Integration Tests > Standalone Tool Configuration Inheritance,standalone tool inherits from parent tool config,--/OK,OK/OK,--/OK
spec,Mini-Tool Integration Tests > Skip Files,empty skip file is sufficient,--/OK,OK/OK,--/OK
spec,Mini-Tool Integration Tests > Skip Files,skip reason can be read from YAML,--/OK,OK/OK,--/OK
spec,Mini-Tool Integration Tests > Skip Files,{basename}_skip.yaml skips for specific tool only,--/OK,OK/OK,--/OK
spec,Mini-Tool Integration Tests > Skip Files,tom_skip.yaml skips directory for ALL tools,--/OK,OK/OK,--/OK
spec,Mini-Tool Integration Tests > Placeholder Resolution,env vars $[VAR] syntax for adjacent text,--/OK,OK/OK,--/OK
spec,Mini-Tool Integration Tests > Placeholder Resolution,env vars $VAR resolved when enabled,--/OK,OK/OK,--/OK
spec,Mini-Tool Integration Tests > Placeholder Resolution,unresolved placeholders remain unchanged,--/OK,OK/OK,--/OK
spec,Mini-Tool Integration Tests > Placeholder Resolution,recursive placeholder resolution (max depth 10),--/OK,OK/OK,--/OK
spec,Mini-Tool Integration Tests > Placeholder Resolution,@{...} tool placeholders resolved after mode processing,--/OK,OK/OK,--/OK
,MacroExpander > BB-MAC-07: missing arguments for placeholders,missing $1 argument throws error,--/OK,OK/OK,--/OK
spec,Mini-Tool Integration Tests > Mode Processing,CI mode as feature flag,--/OK,OK/OK,--/OK
spec,Mini-Tool Integration Tests > Mode Processing,multiple modes merge in order,--/OK,OK/OK,--/OK
spec,Mini-Tool Integration Tests > Mode Processing,DEV mode overrides base config,--/OK,OK/OK,--/OK
spec,Mini-Tool Integration Tests > Mode Processing,base config used when no modes active,--/OK,OK/OK,--/OK
BB-NAT-5,NatureDetector > Dart package detection,Detects DartPackageFolder for zom_test_package [2026-02-12],OK/OK,OK/OK,--/OK
BB-INT-21,Workspace VS Code Extension,Detects tom_vscode_extension as both VsCodeExtension and TypeS... [2026-02-12],OK/OK,OK/OK,--/OK
BB-FLT-40,RepositoryIdLookup,isRepositoryId identifies known IDs [2026-02-14],--/OK,OK/OK,--/OK
BB-INT-19,ProcessingResult,Tracks failed operations [2026-02-12],OK/OK,OK/OK,--/OK
BB-INT-18,ProcessingResult,Tracks successful operations [2026-02-12],OK/OK,OK/OK,--/OK
BB-INT-17,BuildBase.findProjects,Respects requiredNatures filter [2026-02-12],OK/OK,OK/OK,--/OK
BB-INT-16,BuildBase.findProjects,Respects exclude patterns [2026-02-12],OK/OK,OK/OK,--/OK
BB-INT-15,BuildBase.findProjects,Respects include patterns [2026-02-12],OK/OK,OK/OK,--/OK
BB-INT-14,BuildBase.findProjects,Returns CommandContext list without executing [2026-02-12],OK/OK,OK/OK,--/OK
BB-INT-13,BuildBase.traverse with GitTraversalInfo,OuterFirst mode processes outer repos before inner [2026-02-12],OK/OK,OK/OK,--/OK
BB-FLT-29,FolderSorter,SortByOuterFirst orders shallower paths first [2026-02-12],OK/OK,OK/OK,--/OK
BB-INT-12,BuildBase.traverse with GitTraversalInfo,InnerFirst mode processes inner repos before outer [2026-02-12],OK/OK,OK/OK,--/OK
BB-FLT-28,FolderSorter,SortByInnerFirst orders deeper paths first [2026-02-12],OK/OK,OK/OK,--/OK
